doc_id,title,filenames,captions
1571,Anatolia,Growth of the Ottoman Empire.jpg,growth ottoman empir territori evolut ottoman empir
1572,Anatolia,"The Historical Atlas, 1911 – Distribution of Races in the Balkan Peninsula and Asia Minor.jpg",histor atla distribut race balkan peninsula asia minor ethnic map asia minor
1573,Anatolia,"Lake_Tuz,_Turkey_(Unsplash_O0uCm1WLnA0).jpg",lake tuz turkey unsplash salti shore lake tuz
1574,Anatolia,Weichsel-Würm-Glaciation.png,weichsel würm glaciat europ glacial maximum year ago anatolia connect european mainland circa bce lt ref quot black sea delug quot gt cite web url http common wikimedia org wiki delug nasa titl illustr lake sea marmara format turkish strait black sea delug websit www ncdc noaa gov date januari access date archiv date august archiv url http web archiv org web http common wikimedia org wiki delug nasa url statu live lt ref gt lt ref quot quot gt dimitrov http www researchg net public black sea clue secret world flood quot black sea clue secret world flood quot webarch url http web archiv org web http www researchg net public black sea clue secret world flood date oceanolog lt ref gt lt ref quot quot gt dimitrov dimitrov http www researchg net public black sea flood ancient myth black sea flood ancient myth webarch url http web archiv org web http www researchg net public black sea flood ancient myth date quot slavena quot varna isbn pp doi rg lt ref gt melt ice sheet caus sea level mediterranean sea mediterranean rise convert abbr lt ref quot quot gt lt ref quot quot gt trigger format turkish strait lt ref quot black sea delug quot gt lt ref quot quot gt lt ref quot quot gt result lake sea marmara black sea lt ref quot black sea delug quot gt connect mediterranean sea separ anatolia europ
1575,Anatolia,Blue_Lagoon_-_2014.10_-_panoramio.jpg,blue lagoon panoramio mediterranean climat preval turkish riviera
1576,Anatolia,Central Anatolia (52397494465).jpg,central anatolia anatolia' dri central plateau
1577,Anatolia,Pontic Panorama.jpg,pontic panorama panorama pontic mountain black sea region northern anatolia türkiy
1578,Apple Inc.,Apple Garage.jpg,appl garag steve job steve wozniak found appl jobs' parent home crist drive lo alto california sfn linzmay page wozniak call popular belief compani found garag quot bit myth quot lt ref gt cite web gibb samuel date decemb titl steve wozniak appl start garag myth url http www theguardian technolog dec steve wozniak appl start garag myth archiv url http web archiv org web http www theguardian technolog dec steve wozniak appl start garag myth archiv date april access date novemb websit guardian lt ref gt move oper garag bedroom crowd lt ref quot quot gt cite news linzmay owen titl appl confidenti real stori appl comput work denver post url http extra denverpost book htm url statu live archiv url http web archiv org web http extra denverpost book htm archiv date april lt ref gt
1579,Apple Inc.,2019-08-04 Apple I computer.jpg,appl comput appl apple' product design wozniak sold assembl circuit board requir keyboard monitor power suppli option case
1580,Apple Inc.,"Apple II Plus, Museum of the Moving Image.jpg",appl ii museum move imag appl ii introduc design primarili wozniak
1581,Apple Inc.,"Macintosh, Google NY office computer museum cropped.png",macintosh googl ny offic comput museum crop macintosh macintosh releas mass market person comput featur integr graphic user interfac mous
1582,Apple Inc.,"Apple PenLite prototype, 1992.jpg",success lower cost mac powerbook brought increas revenu lt ref quot lemsculley quot gt cite web hormbi thoma date februari titl grow appl macintosh sculley year url http lowendmac orchard john sculley year appl html access date march websit low end mac lt ref gt time appl introduc fresh product increas profit magazin macaddict name period quot golden age quot macintosh lt ref gt cite magazin date januari titl macaddict url http archiv org stream macaddict macaddict bobkiwi djvu txt magazin macaddict issu access date april lt ref gt appl penlit prototyp penlit apple' tablet comput prototyp creat bring mac os tablet cancel favor newton platform newton lt ref gt cite web titl exclus pic apple' unreleas tablet prototyp mac flew space shuttl url http www stuff tv news exclus pic appl unreleas tablet prototyp mac flew space shuttl access date april publish stuff tv lt ref gt
1583,Apple Inc.,MacBook Pro.jpg,macbook pro macbook pro apple' laptop intel microprocessor introduc
1584,Apple Inc.,First iPhone Macworld 2007 DSCF1283.agr.jpg,iphon macworld agr newli announc iphon display macworld expo
1585,Apple Inc.,Apple Watch でチェックインしました！ 2015 (17187691969).jpg,appl watch でチェックインしました appl watch gener
1586,Apple Inc.,Macbook Air M1 Silver PNG.png,macbook air silver macbook air appl silicon macbook air
1587,Apple Inc.,IPhone 14 Pro - 2.jpg,iphon pro alt iphon pro chines user interfac held custom screen face camera upright iphon pro screen blur compli copyright law
1588,Apple Inc.,Apple Computer Logo rainbow.svg,appl comput logo rainbow upright offici logo appl lt ref quot logo quot gt cite web titl logo evolut top brand redesign logo boost convers url http www vardot blog logo evolut top brand redesign emblem boost convers access date april websit vardot lt ref gt
1589,Apple Inc.,Apple store fifth avenue.jpg,appl store avenu appl avenu flagship store york citi
1590,Apple Inc.,Apple Genius Bar Regentstreet London.jpg,appl geniu bar regentstreet london custom visit geniu bar apple' regent street store
1591,Apple Inc.,Prism-slide-8.jpg,prism slide prism surveil program prism clandestin oper clandestin global surveil surveil program nation secur agenc nsa collect user data compani facebook appl lt ref gt cite news tsotsi alexia date june titl appl late prism parti work techcrunch url http techcrunch appl nsa access date januari lt ref gt
1592,Apple Inc.,Steve Wozniak and Andy Hertzfeld 1985.jpg,steve wozniak andi hertzfeld founder steve wozniak macintosh engin andi hertzfeld attend appl user group connect club
1593,Apple Inc.,Colleges with the most alumni at Apple.png,colleg alumni appl upright univers produc alumni appl employe
1594,Apple Inc.,Apple park cupertino 2019.jpg,appl park cupertino appl park main headquart cupertino
1595,Apple Inc.,Apple Headquarters in Cupertino.jpg,appl headquart cupertino origin appl campu street address infinit loop sunnyval california
1596,Aberdeenshire,Blaeu - Atlas of Scotland 1654 - ABERDONIA &amp; BANFIA - Aberdeenshire and Banffshire.jpg,blaeu atla scotland aberdonia amp banfia aberdeenshir banffshir blaeu atla scotland lt br gt aberdonia amp banfia
1597,Aberdeenshire,Aberdeen Aberdeenshire Moray topo.png,aberdeen aberdeenshir moray topo upright topograph map aberdeenshir moray
1598,Aberdeenshire,Aberdeenshire blueberries.jpg,aberdeenshir blueberri blueberri grown aberdeenshir
1599,Aberdeenshire,Aaythanestuarywterns.jpg,aaythanestuarywtern ythan estuari natur reserv tern coloni dune background
1600,Aberdeenshire,View NE from summit of B976 - geograph.org.uk - 443153.jpg,view ne summit geograph org uk road gairnshiel
1601,Aberdeenshire,Old lime kiln at Badenyon.jpg,lime kiln badenyon lime kiln badenyon
1602,Aberdeenshire,"River Dee near Braemar, Aberdeenshire.jpg",ythan estuari natur reserv river dee braemar aberdeenshir dee aberdeenshire' longest river
1603,Aberdeenshire,Ben-macdui-from-carn-liath.jpg,ben macdui carn liath ben macdui unit kingdom' highest mountain
1604,American Civil War,Frederick Douglass (circa 1879).jpg,frederick douglass circa upright frederick douglass slave lead abolitionist
1605,American Civil War,"Two unidentified young boys, one in Union cap, one in Confederate cap LCCN2016652793.jpg",unidentifi young boy union cap confeder cap ambrotyp unidentifi young boy blue union cap gray confeder cap liljenquist collect librari congress
1606,American Civil War,President-Jefferson-Davis.jpg,presid jefferson davi upright jefferson davi presid confeder state america alt middl age man goate pose stand suit vest bowti
1607,American Civil War,Sumter.jpg,sumter alt artwork stone fort surround water fort fire shell explod air battl fort sumter depict currier ive
1608,American Civil War,US Secession map 1863 (BlankMap derived).png,secess map blankmap deriv upright secess map union american civil war union confeder state america confederaci
1609,American Civil War,Anti Civil War Draft Rioters in Lexington Avenue New York 1863.jpg,anti civil war draft rioter lexington avenu york upright rioter attack build york citi draft riot york anti draft riot alt build fire rioter hold sign quot draft quot
1610,American Civil War,Battle of Hampton Roads 3g01752u.jpg,battl hampton road battl uss monitor uss merrimack alt paint land battl scene foreground naval battl sink ship background
1611,American Civil War,Scott-anaconda.jpg,scott anaconda gener scott' quot anaconda plan quot tighten naval blockad forc rebel missouri mississippi river kentucki unionist sit fenc idl cotton industri illustr georgia alt cartoon map south surround snake
1612,American Civil War,First Charleston Harbor.jpg,charleston harbor upright gunlin union ironclad union blockad south atlant blockad squadron south atlant blockad squadron charleston continu blockad major port sustain north' overwhelm war product alt panoram view ship harbor battl
1613,American Civil War,"Abraham Lincoln and the London Punch; cartoons, comments and poems, published in the London charivari, during the American Civil War (1861-1865) (1909) (14782634093).jpg",abraham lincoln london punch cartoon comment poem publish london charivari american civil war decemb cartoon punch magazin london ridicul american aggress trent affair john bull warn uncl sam quot son blow water quot
1614,American Civil War,"American Civil War Battles by Theater, Year.png",american civil war battl theater year counti unit state counti map civil war battl theater year alt map unit state counti color
1615,American Civil War,Robert Edward Lee.jpg,robert edward lee upright robert lee alt man gray beard militari uniform
1616,American Civil War,Thure de Thulstrup - Battle of Antietam.jpg,thure de thulstrup battl antietam battl antietam civil war' deadliest day fight alt paint battlefield scene
1617,American Civil War,Thure de Thulstrup - L. Prang and Co. - Battle of Gettysburg - Restoration by Adam Cuerden.jpg,thure de thulstrup prang battl gettysburg restor adam cuerden pickett' charg alt cavalri charg battlefield
1618,American Civil War,Gen. Ulysses S. Grant (4228634580).jpg,gen ulyss grant upright ulyss grant
1619,American Civil War,Chickamauga.jpg,chickamauga battl chickamauga highest day loss
1620,American Civil War,Wilson's Creek charge of 1st Iowa.jpg,wilson' creek charg iowa nathaniel lyon secur st loui dock arsen led union forc expel missouri confeder forc govern sfn keegan
1621,American Civil War,New Orleans h76369k.jpg,orlean battl fort jackson st philip surrend orlean fort orlean captur
1622,American Civil War,William-Tecumseh-Sherman.jpg,william tecumseh sherman upright william tecumseh sherman
1623,American Civil War,Philip Sheridan 1-restored.jpg,philip sheridan restor upright philip sheridan
1624,American Civil War,Civil war 1861-1865.png,civil war upright map confeder territori loss year year alt map south show shrink territori rebel control
1625,American Civil War,Burial of the dead on the Antietam battlefield army.mil-2008-09-10-145638.jpg,burial dead antietam battlefield armi mil illustr war dead battl antietam battlefield
1626,American Civil War,Freedmen richmond sewing women.jpg,freedmen richmond sew women supervis freedmen' bureau northern teacher travel south provid educ train newli freed popul
1627,American Civil War,Civil War centennial issues.jpg,civil war centenni issu begin unit state postal servic post offic releas commemor stamp famou battl issu anniversari respect battl
1628,American Civil War,"The_Forlorn_Hope—the_ship_Secession_is_on_the_breakers,_the_Chicago_wreckers_rushing_to_the_rescue_(Theodore_Jones,_Harper's_Weekly,_October_29,_1864).jpg",forlorn hope ship secess breaker chicago wrecker rush rescu theodor jone harper' weekli octob woodblock print woodblock etch note faint line smaller block meet form larger imag depict founder confederaci upcom unit state presidenti elect presidenti elect quot forlorn hope ship secess breaker chicago wrecker rush rescu quot theodor jone harper' weekli octob
1629,Andy Warhol,"Andy Warhol's childhood home in Pittsburgh, Pennsylvania.jpg",andi warhol' childhood home pittsburgh pennsylvania upright warhol' childhood home dawson street oakland pittsburgh south oakland neighborhood pittsburgh pennsylvania
1630,Andy Warhol,Julia Warhola.jpg,julia warhola upright infant warhol mother julia warhola julia brother john warhola john date circa
1631,Andy Warhol,Andy Warhol and Tennessee Williams NYWTS.jpg,andi warhol tennesse william nywt warhol tennesse william talk ss franc ss franc
1632,Andy Warhol,Warhol-Campbell Soup-1-screenprint-1968.jpg,warhol campbel soup screenprint upright campbell' soup
1633,Andy Warhol,Andy Warhol by Jack Mitchell.jpg,andi warhol jack mitchel warhol photograph jack mitchel photograph jack mitchel
1634,Andy Warhol,"Jimmy Carter with Andy Warhol during a reception for inaugural portfolio artists., 06-14-1977 - NARA - 175147.jpg",jimmi carter andi warhol recept inaugur portfolio artist nara presid jimmi carter warhol
1635,Andy Warhol,Warhol's grave.jpg,warhol' grave warhol' grave st john baptist byzantin cathol cemeteri bethel park pennsylvania
1636,Andy Warhol,Bratislava Venturska ulica1.jpg,bratislava venturska upright statu andi warhol bratislava slovakia
1637,Andy Warhol,Empire Screenshot Warhol.jpg,empir screenshot warhol screenshot film empir film empir alt graini black white frame illumin empir state build night sky
1638,Andy Warhol,Warhol autograph.jpg,warhol autograph upright warhol draw signatur
1639,Andy Warhol,Silver Clouds Warhol Musee dArt Moderne ville Paris.jpg,silver cloud warhol muse dart modern vill pari upright silver cloud reproduct musé d'art modern de la vill de pari decemb warhol unlimit exposit
1640,Andy Warhol,"Debbie Harry by Andy warhol, 1980s photoshoot at The Factory NYC.jpg",debbi harri andi warhol photoshoot factori nyc upright photograph debbi harri andi warhol factori day photo shoot silkscreen portrait
1641,Andy Warhol,WarholLastSup.gif,warhollastsup gif upright imag jesu supper cycl warhol made variat theme solomon guggenheim museum guggenheim felt quot obsess invest subject matter quot lt ref gt cite web claudia schmuckli url http pastexhibit guggenheim org warhol titl andi warhol supper publish solomon guggenheim foundat locat soho year access date januari archiv url http web archiv org web http pastexhibit guggenheim org warhol archiv date januari url statu live lt ref gt
1642,Andy Warhol,Andy Warhol and Ulli Lommel on set of Cocaine Cowboys.jpg,andi warhol ulli lommel set cocain cowboy upright warhol director ulli lommel set cocain cowboy warhol appear
1643,Alp Arslan,"Dinar of Muhammad Alp Arslan, AH 455-465.jpg",dinar muhammad alp arslan ah coin mint alp arslan titl shahanshah
1644,Alp Arslan,Sultanalparslan.jpg,sultanalparslan miniatur depict alp arslan locat topkapı palac museum tsmk
1645,Alp Arslan,BnF Fr232 fol323 Alp Arslan Romanus.jpg,bnf alp arslan romanu alp arslan humili emperor romano iv battl manzikert centuri illustr french translat boccaccio de casibu virorum illustrium lt ref gt çoban manzikert battl sultan alp arslan european perspect centuri miniatur giovanni boccaccio' quot de casibu virorum illustrium quot french manuscript bibliothèqu national de franc karakaya ve baydar ed intern muş symposium articl book pp muş muş alparslan univers http www academia giovanni boccaccio nun de casibu virorum illustrium adl eserinin biblioth national de franc daki ve numar fran bcshalar yer alan minyat bcrlerd xv bczi da avrup bcyle malazgirt sava ve sultan alp arslan bak sourc lt ref gt
1646,American Film Institute,2 2011-09-29 WarnerBldg Facade SP-Pano1.jpg,warnerbldg facad sp histor spanish coloni reviv style afi campu lo angel lo feliz lo angel lo feliz district
1647,Akira Kurosawa,"Photo during the shooting of The Men Who Tread on the Tiger's Tail 2, 1945.jpg",photo shoot men tread tiger' tail film men tread tiger' tail
1648,Akira Kurosawa,Shimura Takashi.JPG,shimura takashi upright takashi shimura play dedic doctor help ail gangster drunken angel shimura perform kurosawa' film alt public shimura cleanli shaven wear glass
1649,Akira Kurosawa,Toshiro Mifune 1954 Scan10003 160913.jpg,toshiro mifun upright toshiro mifun frequent lead kurosawa' film
1650,Akira Kurosawa,Vasily Perov - Портрет Ф.М.Достоевского - Google Art Project.jpg,vasili perov портрет ф м достоевского googl art project upright fyodor dostoevski wrote idiot kurosawa adapt japanes film vasili perov perov' portrait
1651,Akira Kurosawa,Evan Hunter 5312.jpg,evan hunter upright kurosawa base crime film high low ed mcbain king' ransom king' ransom imag mcbain
1652,Akira Kurosawa,SidneyLumet07TIFF.jpg,sidney lumet success request kurosawa nomin director film lang ja latn ran academi award award won sydney pollack
1653,Akira Kurosawa,Steven Spielberg Masterclass Cinémathèque Française 2 cropped.jpg,steven spielberg masterclass cinémathèqu français crop upright steven spielberg help financ product kurosawa' final film spielberg masterclass cinémathèqu français
1654,Akira Kurosawa,Making of Throne of Blood Scan10020-1.jpg,make throne blood upright throne blood cast crew photo show shinjin akiik fumio yanoguchi kuichiro kishida samaji nonagas takao saito cinematograph takao saito toshiro mifun jeep minoru chiaki takashi shimura teruyo nogami yoshirō muraki akira kurosawa hiroshi nezu asakazu nakai sōjirō motoki alt cast crew throne blood
1655,Akira Kurosawa,Marunikenkatabami.png,marunikenkatabami upright alt kurosawa kamon kurosawa' mon emblem kamon charact mon tsuki lt ref quot kamon quot gt cite web titl 丸に剣片喰 片喰紋 について解説 url http kisetsumimiyori marunikenkata websit 季節の耳より date lt ref gt
1656,Akira Kurosawa,Kinema-Junpo-1960-December-Special-1_(cropped).jpg,kinema junpo decemb special crop kurosawa
1657,Akira Kurosawa,Popiersie Ingmar Bergman ssj 20110627.jpg,popiersi ingmar bergman ssj upright ingmar bergman shown bust locat kielc poland admir kurosawa' work
1658,Akira Kurosawa,Jacques Rivette Dreaming.jpg,jacqu rivett dream jacqu rivett promin critic french wave assess mizoguchi' work wholli japanes comparison kurosawa'
1659,Akira Kurosawa,TeppanyakiKurosawaTsukiji.jpg,teppanyakikurosawatsukiji teppanyaki kurosawa restaur tuck small side street tsukiji tokyo
1660,Ancient Egypt,Vase with gazelles-E 28023- Egypte louvre 316.jpg,vase gazel egypt louvr typic naqada ii jar decor gazel predynast period
1661,Ancient Egypt,"Tomb 100 Hierakompolis, Naqada II culture (c. 3500-3200 BCE).jpg",tomb hierakompoli naqada ii cultur bce upright earli tomb paint nekhen circa bc naqada possibl gerzeh cultur
1662,Ancient Egypt,Narmer Palette.jpg,narmer palett narmer palett depict unif land sfnp robin
1663,Ancient Egypt,All_Gizah_Pyramids.jpg,gizah pyramid giza pyramid complex pyramid giza recogniz symbol ancient egyptian civil
1664,Ancient Egypt,Khafre statue.jpg,khafr statu khafr enthron
1665,Ancient Egypt,GuardianStatueofAmenemhmatII.jpg,guardianstatueofamenemhmatii figur wear red crown lower egypt amenemhat ii senwosret ii function divin guardian imiut fetish imiut divin kilt suggest statuett represent live ruler sfnp guardian figur
1666,Ancient Egypt,Stone pyramidion of Middle Kingdom pharaoh Amenemhat III.jpg,stone pyramidion middl kingdom pharaoh amenemhat iii pyramidion amenemhat iii capston pyramid amenemhat iii dahshur black pyramid
1667,Ancient Egypt,Coffin of Nakhtkhnum MET DP354909.jpg,coffin nakhtkhnum met coffin khnumnakht dynasti style palac facad column inscript wedjat eye sfn grajetzki pp
1668,Ancient Egypt,CairoEgMuseumTaaMaskMostlyPhotographed.jpg,cairoegmuseumtaamaskmostlyphotograph pharaoh tomb provid vast quantiti wealth tutankhamun' mask golden mask mummi tutankhamun
1669,Ancient Egypt,SFEC EGYPT ABUSIMBEL 2006-003.JPG,sfec egypt abusimbel coloss statu ramess ii flank entranc templ abu simbel
1670,Ancient Egypt,"Rulers of Kush, Kerma Museum.jpg",ruler kush kerma museum statu pharaoh egypt' twenti dynasti egypt twenti dynasti kingdom kush kushit king kerma museum sfnp bonnet
1671,Ancient Egypt,Ring with engraved portrait of Ptolemy VI Philometor (3rd–2nd century BCE) - 2009.jpg,ring engrav portrait ptolemi vi philometor centuri bce portrait ptolemi vi philometor wear pschent doubl crown egypt
1672,Ancient Egypt,Fayum-22.jpg,fayum fayum mummi portrait epitom meet egyptian roman cultur
1673,Ancient Egypt,Pharaoh.svg,pharaoh pharaoh depict wear symbol royalti power
1674,Ancient Egypt,"Relief of a Nobleman, ca. 1295-1070 B.C.E. 36.261.jpg",relief nobleman ca paint limeston relief nobl member ancient egyptian societi kingdom
1675,Ancient Egypt,Louvre-antiquites-egyptiennes-p1020372 Cropped and bg reduced.png,louvr antiquit egyptienn crop bg reduc seat scribe saqqara dynasti egypt dynasti
1676,Ancient Egypt,Rope stretching.jpg,rope stretch measur record harvest tomb menna thebe egypt thebe eighteenth dynasti
1677,Ancient Egypt,Le_Jardin_de_Nébamoun.jpg,le jardin de nébamoun rectangular fishpond duck lotu plant lotu plant round date palm fruit tree tomb nebamun thebe dynasti
1678,Ancient Egypt,"Agricultural Scenes, Tomb of Nakht MET 15.5.19b detail 2 rgb.jpg",agricultur scene tomb nakht met detail rgb upright tomb relief depict worker plow field harvest crop thresh grain direct overs paint tomb nakht
1679,Ancient Egypt,Maler der Grabkammer des Sennudem 001.jpg,maler der grabkamm de sennudem sennedjem plow field aaru pair oxen deir el medina
1680,Ancient Egypt,Relief of Hatshepsut's expedition to the Land of Punt by Σταύρος.jpg,relief hatshepsut' expedit land punt σταύρος hatshepsut' trade expedit land punt
1681,Ancient Egypt,Rosetta Stone BW.jpeg,rosetta stone bw rosetta stone bc enabl linguist begin decipher ancient egyptian script deciph ancient egyptian script sfnp allen
1682,Ancient Egypt,Minnakht 01.JPG,minnakht hieroglyph stela louvr bc
1683,Ancient Egypt,LowClassAncientEgyptianStatuettes.png,lowclassancientegyptianstatuett lower class occup
1684,Ancient Egypt,Ägyptischer Maler um 1400 v. Chr. 001.jpg,ägyptisch maler um chr egyptian celebr feast festiv accompani music danc
1685,Ancient Egypt,ThebesDeirMedinaLandscape.jpg,thebesdeirmedinalandscap ruin deir el medina
1686,Ancient Egypt,Maler_der_Grabkammer_der_Itet_002.jpg,maler der grabkamm der itet hunt game bird plow field tomb nefermaat wife itet circa bc
1687,Ancient Egypt,"Menna and Family Hunting in the Marshes, Tomb of Menna MET DT10878.jpg",menna famili hunt marsh tomb menna met menna famili hunt marsh tomb menna circa bc
1688,Ancient Egypt,Calcite Basin Supporting a Boat with Shrine00 (6).jpg,calcit basin support boat egyptian wooden tomb model tomb model funerari good
1689,Ancient Egypt,The judgement of the dead in the presence of Osiris.jpg,judgement dead presenc osiri upright book dead guid deceased' journey afterlif
1690,Ancient Egypt,La_Tombe_de_Horemheb_cropped.jpg,la tomb de horemheb crop alt paint relief seat man green skin tight garment man head jackal man head falcon god osiri anubi horu tomb horemheb valley king
1691,Ancient Egypt,Anubis attending the mummy of Sennedjem.jpg,anubi attend mummi sennedjem anubi god mummif burial ritual attend mummi
1692,Ancient Egypt,"King_Tut_charging_enemies,_18th_dynasty.jpg",king tut charg enemi dynasti tutankhamun charg enemi chariot dynasti
1693,Ancient Egypt,Mesehtisoldiers.JPG,mesehtisoldi wooden figur soldier tomb nomarch mesehti eleventh dynasti egypt dynasti
1694,Ancient Egypt,Egyptian glass jar.jpg,egyptian glass jar glassmak highli develop art
1695,Ancient Egypt,Edwin Smith Papyrus v2.jpg,edwin smith papyru edwin smith papyru edwin smith surgic papyru describ anatomi medic treatment written hierat circa bc
1696,Ancient Egypt,Ancient Egyptian Seafaring Ship.jpg,ancient egyptian seafar ship seago ship expedit punt relief mortuari templ hatshepsut hatshepsut' mortuari templ deir el bahari larg seago ship heavili egyptian trade citi state eastern mediterranean byblo coast modern day lebanon expedit red sea land punt fact earliest egyptian word seago ship quot byblo ship quot origin defin class egyptian seago ship byblo run end kingdom term includ larg seago ship destin sfnp wachsmann
1697,Ancient Egypt,Senenmut-Grab.JPG,senenmut grab facsimil astronom ceil senenmut' tomb astronom chart senemut' tomb dynasti sfnp astronom ceil
1698,Ancient Egypt,EgyptFrontispiece.jpg,egyptfrontispiec book frontispiec frontispiec descript de l'égypt publish volum
1699,Motor neuron diseases,ALS clinical picture.png,al clinic pictur man amyotroph later sclerosi al assist stand advanc atrophi tongu upper limb truncal muscl atrophi posit babinski sign advanc thenar muscl atrophi lt ref gt cite web titl patient amyotroph later sclerosi al case open url http openi nlm nih gov detailedresult php img amp queri amyotroph later sclerosi amp xg amp lic amp req amp npo websit openi nlm nih gov url statu dead archiv url http web archiv org web http openi nlm nih gov detailedresult php img amp queri amyotroph later sclerosi amp xg amp lic amp req amp npo archiv date decemb access date lt ref gt
1700,Motor neuron diseases,UMN vs LMN.png,umn lmn corticospin tract upper motor neuron origin primari motor cortex synaps lower motor neuron anterior horn central gray matter spinal cord insert brainstem motor neuron shown motor neuron diseas affect upper motor neuron umn lower motor neuron lmn
1701,Abjad,Arabic_Language.svg,arab languag al ʻarabiyya mean quot arab quot arab script impur abjad
1702,Abugida,Phrase sanskrit.svg,phrase sanskrit comparison abugida descend brahmi script mean shiva śiva protect delight languag god kalidasa
1703,Abugida,devnag ka.png,ka devnag ka
1704,Abugida,devnag ki.png,ki ki devnag ki
1705,Abugida,devnag k.png,devnag halant devnag halant charact
1706,Abugida,devnag halant.png,devnag halant devnag halant charact
1707,Abugida,devnag kma.png,kma devnag kma
1708,Abugida,devnag ika.png,ika devnag ika
1709,Abugida,devnag ik.png,ik devnag ik
1710,Abugida,devnag iki.png,ki iki devnag iki
1711,ABBA,ABBA Logo 1.jpg,abba logo logo band
1712,ABBA,ABBA - Popzien 1973 4.png,abba popzien abba björn amp benni agnetha amp anni frid frida popzien
1713,ABBA,ABBA-Logo.svg,abba logo ambigram logo abba design rune söderqvist
1714,ABBA,ABBA - TopPop 1974 1.png,abba toppop abba dutch tv april clockwis top benni andersson björn ulvaeu agnetha fältskog anni frid lyngstad
1715,ABBA,Frida Lyngstad and Benny Andersson 1976b.jpg,frida lyngstad benni andersson upright benni andersson anni frid lyngstad amsterdam airport schiphol
1716,ABBA,Abba 28011977 15 200.jpg,abba upright agnetha fältskog open concert abba' european australian tour oslo januari
1717,ABBA,Sportpalatset Stockholm 2010.jpg,sportpalatset stockholm polar music studio situat build sankt eriksgatan stockholm
1718,ABBA,ABBA Edmonton 1979 001.jpg,abba edmonton abba perform edmonton canada
1719,ABBA,ABBA at Rotterdam colourised 1979.png,abba rotterdam colouris band member björn anni frid agnetha benni rotterdam octob
1720,ABBA,ABBA 2008 Av Daniel Åhs.jpg,abba av daniel åh pose actor motion pictur mamma mia film mamma mia movi juli origin abba member benni andersson agnetha fältskog hand anni frid lyngstad' shoulder björn ulvaeu
1721,ABBA,"Abba plaque, Brighton (35197823061).jpg",abba plaqu brighton plaqu commemor eurovis song contest eurovis win
1722,ABBA,"ABBA Voyage - ABBA Arena London (May 27th, 2022).jpg",abba voyag abba arena london abba appear pre record curtain call end abba voyag concert
1723,MessagePad,Apple Newton-IMG 0454-cropped.jpg,imag appl newton img crop
1724,MessagePad,Applenewton emate300.jpg,applenewton upright emat
1725,MessagePad,Apple Newton.jpg,appl newton upright
1726,MessagePad,Apple newton messagepad mixed note jk.jpg,lt delet imag remov appl newton messagepad mix note jk thumbnail newton screen display note text quot ink text quot sketch amp vector graphic vector shape gt
1727,MessagePad,Applenewton emate300.jpg,applenewton emat
1728,MessagePad,Apple Newton w Telephone (48930219127).jpg,appl newton telephon siemen notephon
1729,MessagePad,Newton eat up martha.jpg,newton eat martha origin appl newton' handwrit recognit made light simpson episod quot lisa ice quot
1730,MessagePad,PSAINS InteractStation7.jpg,psain petrosain newton technolog
1731,A. E. van Vogt,Fantasy book 1947 v1 n2.jpg,fantasi book van vogt' quot ship dark quot cover stori issu fantasi book
1732,Anna Kournikova,Anna Kournikova DF-SD-04-04709.jpg,anna kournikova df sd upright kournikova practic backhand match famili circl cup charleston south carolina
1733,Anna Kournikova,Kournikova-Hingis-SYD-1.jpg,kournikova hingi syd kournikova doubl partner martina hingi
1734,Anna Kournikova,Kournikova-SYD-1.jpg,kournikova syd upright medibank intern sydney
1735,Anna Kournikova,"Anna Kournikova, 2009.jpg",anna kournikova kournikova uso sponsor tour forward oper base sharana decemb
1736,Anna Kournikova,Kournikova-SYD-2.jpg,kournikova syd upright alt anna kournikova play tenni white outfit hand extend toss ball hand cock back serv kournikova prepar serv
1737,Agnosticism,Charles Darwin seated crop.jpg,charl darwin seat crop upright charl darwin
1738,Agnosticism,ThomasHenryHuxley.jpg,thomashenryhuxley upright thoma henri huxley decis coin term agnostic
1739,Agnosticism,Russell1907-2.jpg,upright bertrand russel
1740,Agnosticism,RobertGIngersoll.jpg,robertgingersol robert ingersol
1741,Agnosticism,Countries by percentage of Unaffiliated–Pew Research 2010.svg,countri percentag unaffili pew research upright irreligion countri nonreligi popul countri lt ref gt cite web url http www pewforum org religi project tabl titl religi composit countri date websit pew research center' religion amp public life project languag en access date lt ref gt
1742,Agnosticism,Europe No Belief enhanced.svg,europ belief enhanc percentag peopl european countri quot sort spirit god life forc quot lt ref gt cite web url http ec europa eu public opinion archiv eb eb report en pdf titl social valu scienc technolog access date april archiv url http web archiv org web http ec europa eu public opinion archiv eb eb report en pdf archiv date april url statu dead lt ref gt
1743,Argon,Argon ice 1.jpg,argon ice upright small piec rapidli melt solid argon
1744,Argon,Lord Rayleigh Vanity Fair 21 December 1899.jpg,lord rayleigh vaniti fair decemb caption quot argon quot caricatur john william strutt baron rayleigh lord rayleigh vaniti fair british magazin vaniti fair
1745,Argon,Argon-fluorohydride-3D-vdW.png,argon fluorohydrid vdw upright space fill model argon fluorohydrid
1746,Argon,CsCrystals.JPG,cscrystal sampl caesium pack argon avoid reaction air
1747,Argon,ArTube.jpg,artub upright argon ga discharg lamp form symbol argon quot ar quot
1748,Arsenic,SbAs lattice.png,sba lattic crystal structur common antimoni sb stibarsen assb grey
1749,Arsenic,Trimethylarsine-2D.png,trimethylarsin upright trimethylarsin
